Gene	iKOX-5_plus_ATc1											
TGGT1_230500	203											
TGGT1_230510	103											
TGGT1_230520	2105											
TGGT1_230535	0											
TGGT1_230555	25											
TGGT1_230570	530											
TGGT1_230580	339											
TGGT1_230590	195											
TGGT1_230598	20											
TGGT1_230602	19											
TGGT1_230605	1											
TGGT1_230610	147											
TGGT1_230630	245											
TGGT1_230640	47											
TGGT1_230650	118											
TGGT1_230660	3											
TGGT1_230663	0											
TGGT1_230667	0											
TGGT1_230670	0											
TGGT1_230690	1847											
TGGT1_230700	546											
TGGT1_230705	454											
TGGT1_230710	356											
TGGT1_230820	1122											
TGGT1_230830	1554											
TGGT1_230840	386											
TGGT1_230850	444											
TGGT1_230860	470											
TGGT1_230870	74											
TGGT1_230880	330											
TGGT1_230890	485											
TGGT1_230900	11											
TGGT1_230905	574											
TGGT1_230910	121											
TGGT1_230920	76											
TGGT1_230940	2436											
TGGT1_230950	363											
TGGT1_230960	598											
TGGT1_230970	454											
TGGT1_230980	986											
TGGT1_230990	143											
TGGT1_231000	260											
TGGT1_231010	105											
TGGT1_231020	60											
TGGT1_231030	147											
TGGT1_231040	117											
TGGT1_231055	1											
TGGT1_231060	6											
TGGT1_231070	448											
TGGT1_231080	7288											
TGGT1_231090	2											
TGGT1_231100	730											
TGGT1_231110	2											
TGGT1_231120	274											
TGGT1_231125	139											
TGGT1_231130	215											
TGGT1_231140	9120											
TGGT1_231150	176											
TGGT1_231160	257											
TGGT1_231170	427											
TGGT1_231175	75											
TGGT1_231180	476											
TGGT1_231190	242											
TGGT1_231200	579											
TGGT1_231210	488											
TGGT1_231215	4											
TGGT1_231220	174											
TGGT1_231230	22											
TGGT1_231280	129											
TGGT1_231350	56											
TGGT1_231360	85											
TGGT1_231370	475											
TGGT1_231380	146											
TGGT1_231390	0											
TGGT1_231400A	5											
TGGT1_231400B	11											
TGGT1_231410	3987											
TGGT1_231420	3											
TGGT1_231430	389											
TGGT1_231440	962											
TGGT1_231450	2											
TGGT1_231460	154											
TGGT1_231470	115											
TGGT1_231480	693											
TGGT1_231590	80											
TGGT1_231600	373											
TGGT1_231605	0											
TGGT1_231610	1											
TGGT1_231620	6											
TGGT1_231625	346											
TGGT1_231630	3956											
TGGT1_231640	4628											
TGGT1_231750	276											
TGGT1_231770	0											
TGGT1_231780	2											
TGGT1_231790	267											
TGGT1_231800	102											
TGGT1_231815	339											
TGGT1_231840	223											
TGGT1_231850	1810											
TGGT1_231860	2											
TGGT1_231865	11											
TGGT1_231870	234											
TGGT1_231880	5											
TGGT1_231890	269											
TGGT1_231900	0											
TGGT1_231910	420											
TGGT1_231920	928											
TGGT1_231930	153											
TGGT1_231940	276											
TGGT1_231950	630											
TGGT1_231960	2243											
TGGT1_231970	2333											
TGGT1_231980	426											
TGGT1_231990	41											
TGGT1_231991	27											
TGGT1_231992	116											
TGGT1_231994	2											
TGGT1_231998	1											
TGGT1_232000	3006											
TGGT1_232010	793											
TGGT1_232020	657											
TGGT1_232030	2115											
TGGT1_232035	310											
TGGT1_232040	47											
TGGT1_232050	965											
TGGT1_232060	204											
TGGT1_232080	1370											
TGGT1_232090	339											
TGGT1_232100	156											
TGGT1_232120	1063											
TGGT1_232130	875											
TGGT1_232140	0											
TGGT1_232150	1430											
TGGT1_232160	354											
TGGT1_232170	6											
TGGT1_232180	582											
TGGT1_232190	547											
TGGT1_232200	0											
TGGT1_232210	124											
TGGT1_232220	314											
TGGT1_232230	6724											
TGGT1_232240	73											
TGGT1_232250	2566											
TGGT1_232260	130											
TGGT1_232270	1725											
TGGT1_232280	684											
TGGT1_232290	2											
TGGT1_232300	15439											
TGGT1_232310	341											
TGGT1_232320	121											
TGGT1_232340	1083											
TGGT1_232350	4393											
TGGT1_232360	1165											
TGGT1_232370	420											
TGGT1_232380	275											
TGGT1_232390	22											
TGGT1_232400	10											
TGGT1_232410	2329											
TGGT1_232420	2											
TGGT1_232430	414											
TGGT1_232440	2282											
TGGT1_232450	332											
TGGT1_232475	0											
TGGT1_232500	185											
TGGT1_232510	282											
TGGT1_232520	85											
TGGT1_232530	285											
TGGT1_232540	354											
TGGT1_232550	315											
TGGT1_232560	285											
TGGT1_232580	5											
TGGT1_232590	903											
TGGT1_232600	1138											
TGGT1_232610	139											
TGGT1_232620	212											
TGGT1_232630	337											
TGGT1_232640	801											
TGGT1_232650	289											
TGGT1_232655	1											
TGGT1_232660	4079											
TGGT1_232670	5647											
TGGT1_232680	729											
TGGT1_232690	445											
TGGT1_232700	0											
TGGT1_232710	18521											
TGGT1_232720	294											
TGGT1_232730	293											
TGGT1_232740	50											
TGGT1_232750	629											
TGGT1_232760	279											
TGGT1_232770	0											
TGGT1_232780	233											
TGGT1_232800	476											
TGGT1_232815	143											
TGGT1_232830	1507											
TGGT1_232840	41											
TGGT1_232950	8											
TGGT1_232955	2											
TGGT1_232960	538											
TGGT1_232970	58											
TGGT1_232980	153											
TGGT1_233000	796											
TGGT1_233010	326											
TGGT1_233020	479											
TGGT1_233030	1264											
TGGT1_233040	18											
TGGT1_233065	23											
TGGT1_233080	1327											
TGGT1_233090	106											
TGGT1_233100	392											
TGGT1_233110	531											
TGGT1_233120	193											
TGGT1_233130	461											
TGGT1_233140	501											
TGGT1_233150	0											
TGGT1_233153	121											
TGGT1_233157	15											
TGGT1_233160	802											
TGGT1_233170	49											
TGGT1_233180	0											
TGGT1_233190	519											
TGGT1_233200	91											
TGGT1_233210	49											
TGGT1_233220	1843											
TGGT1_233230	616											
TGGT1_233245	135											
TGGT1_233260	211											
TGGT1_233270	0											
TGGT1_233280	0											
TGGT1_233290	0											
TGGT1_233300	234											
TGGT1_233310	269											
TGGT1_233320	2											
TGGT1_233330	2											
TGGT1_233340	315											
TGGT1_233350	272											
TGGT1_233360	2											
TGGT1_233370	6											
TGGT1_233380	8731											
TGGT1_233390	583											
TGGT1_233400	366											
TGGT1_233405	1											
TGGT1_233410	114											
TGGT1_233430	408											
TGGT1_233450	2902											
TGGT1_233460	39096											
TGGT1_233470	1495											
TGGT1_233480	25523											
TGGT1_233490	1446											
TGGT1_233500	1579											
TGGT1_233510	7											
TGGT1_233520	306											
TGGT1_233530	1385											
TGGT1_233540	190											
TGGT1_233550A	60											
TGGT1_233550B	86											
TGGT1_233610	6											
TGGT1_233670	1											
TGGT1_233680	176											
TGGT1_233695	165											
TGGT1_233710	655											
TGGT1_233720	39											
TGGT1_233735	506											
TGGT1_233760	188											
TGGT1_233770A	25											
TGGT1_233770B	57											
TGGT1_233780	3											
TGGT1_233790	280											
TGGT1_233792	0											
TGGT1_233810	2023											
TGGT1_233820	165											
TGGT1_233830	75											
TGGT1_233838	211											
TGGT1_233842	10											
TGGT1_233850	44											
TGGT1_233860	274											
TGGT1_233870	671											
TGGT1_233890	184											
TGGT1_233905	340											
TGGT1_233920	286											
TGGT1_233925	1033											
TGGT1_233930	165											
TGGT1_233940	0											
TGGT1_233950	10											
TGGT1_233960	69											
TGGT1_234165	0											
TGGT1_234180	850											
TGGT1_234190	1126											
TGGT1_234200	68											
TGGT1_234220	862											
TGGT1_234230	1651											
TGGT1_234250	1000											
TGGT1_234260	4											
TGGT1_234270	501											
TGGT1_234280	579											
TGGT1_234300	331											
TGGT1_234310	362											
TGGT1_234340	18											
TGGT1_234350	350											
TGGT1_234360	418											
TGGT1_234370	58											
TGGT1_234380	4019											
TGGT1_234390	155											
TGGT1_234400	0											
TGGT1_234410	1020											
TGGT1_234420	437											
TGGT1_234430	501											
TGGT1_234440	326											
TGGT1_234450	7462											
TGGT1_234460	372											
TGGT1_234470	331											
TGGT1_234490	685											
TGGT1_234505	509											
TGGT1_234507	0											
TGGT1_234510	554											
TGGT1_234520	331											
TGGT1_234530	475											
TGGT1_234540	65											
TGGT1_234550	7400											
TGGT1_234560	394											
TGGT1_234570	24											
TGGT1_234580	117											
TGGT1_234590	2											
TGGT1_234600	27											
TGGT1_234610	450											
TGGT1_234640	441											
TGGT1_234670	101											
TGGT1_234900	918											
TGGT1_234930	173											
TGGT1_234940	15											
TGGT1_234950	617											
TGGT1_234970	615											
TGGT1_234980	246											
TGGT1_234990	646											
TGGT1_235000	5											
TGGT1_235010	4											
TGGT1_235020	634											
TGGT1_235130	618											
TGGT1_235140	2474											
TGGT1_235150	1292											
TGGT1_235160	771											
TGGT1_235170	1568											
TGGT1_235183	65											
TGGT1_235187A	5											
TGGT1_235187B	6											
TGGT1_235190	3											
TGGT1_235200	0											
TGGT1_235315	6											
TGGT1_235340	1239											
TGGT1_235350	199											
TGGT1_235360	38											
TGGT1_235370	692											
TGGT1_235380	356											
TGGT1_235390	5											
TGGT1_235398	315											
TGGT1_235402	152											
TGGT1_235420	770											
TGGT1_235430	10											
TGGT1_235440	53											
TGGT1_235450	508											
TGGT1_235460	49											
TGGT1_235470	3672											
TGGT1_235478	579											
TGGT1_235490	789											
TGGT1_235500	1045											
TGGT1_235515	169											
TGGT1_235540	838											
TGGT1_235550	75											
TGGT1_235560	150											
TGGT1_235580	19											
TGGT1_235590	0											
TGGT1_235600	0											
TGGT1_235610	206											
TGGT1_235620	651											
TGGT1_235635	272											
TGGT1_235640	98											
TGGT1_235650	71											
TGGT1_235660	182											
TGGT1_235670	71											
TGGT1_235680	2005											
TGGT1_235690	1036											
TGGT1_235700	804											
TGGT1_235710	184											
TGGT1_235720	109											
TGGT1_235730	159											
TGGT1_235740	404											
TGGT1_235750	164											
TGGT1_235860	82											
TGGT1_235870	1											
TGGT1_235875	0											
TGGT1_235880	269											
TGGT1_235890	47											
TGGT1_235905	157											
TGGT1_235920	829											
TGGT1_235930	4840											
TGGT1_235940	3											
TGGT1_235950	19											
TGGT1_235960	148											
TGGT1_235970	857											
TGGT1_235980	225											
TGGT1_235990	528											
TGGT1_236000	119											
TGGT1_236010	2280											
TGGT1_236020	1											
TGGT1_236030	248											
TGGT1_236040	5997											
TGGT1_236050	44											
TGGT1_236060	245											
TGGT1_236070	684											
TGGT1_236080	587											
TGGT1_236110	285											
TGGT1_236120	14											
TGGT1_236130	132											
TGGT1_236140	96											
TGGT1_236150	1											
TGGT1_236160	909											
TGGT1_236190	142											
TGGT1_236200	1124											
TGGT1_236210	723											
TGGT1_236220	190											
TGGT1_236240	411											
TGGT1_236250	194											
TGGT1_236260	475											
TGGT1_236270	52											
TGGT1_236280	118											
TGGT1_236290	4											
TGGT1_236400	12											
TGGT1_236510	449											
TGGT1_236520	121											
TGGT1_236530	110											
TGGT1_236540	2497											
TGGT1_236550	843											
TGGT1_236560	596											
TGGT1_236570	1871											
TGGT1_236580	1542											
TGGT1_236595	16											
TGGT1_236620	1211											
TGGT1_236630	1165											
TGGT1_236640	575											
TGGT1_236650	11769											
TGGT1_236660	517											
TGGT1_236670A	210											
TGGT1_236670B	92											
TGGT1_236780	237											
TGGT1_236790	67											
TGGT1_236800	318											
TGGT1_236820	88											
TGGT1_236830	2											
TGGT1_236840	314											
TGGT1_236850	460											
TGGT1_236860	1040											
TGGT1_236870	1755											
TGGT1_236880	4											
TGGT1_236890	2070											
TGGT1_236900	1											
TGGT1_236910	705											
TGGT1_236920	213											
TGGT1_236930	577											
TGGT1_236940	0											
TGGT1_236950	1101											
TGGT1_236960	507											
TGGT1_236970	2288											
TGGT1_236975	0											
TGGT1_236980	157											
TGGT1_236990	0											
TGGT1_237000	435											
TGGT1_237010	405											
TGGT1_237015	2226											
TGGT1_237020	771											
TGGT1_237045	3											
TGGT1_237060	0											
TGGT1_237070	45											
TGGT1_237080	5											
TGGT1_237090	1098											
TGGT1_237100	142											
TGGT1_237110	308											
TGGT1_237140	194											
TGGT1_237150	1051											
TGGT1_237160	292											
TGGT1_237170	1088											
TGGT1_237180	126											
TGGT1_237190	81											
TGGT1_237195	25											
TGGT1_237200	679											
TGGT1_237210	347											
TGGT1_237220	754											
TGGT1_237230	8983											
TGGT1_237240	193											
TGGT1_237250	364											
TGGT1_237260	188											
TGGT1_237270	3											
TGGT1_237280	553											
TGGT1_237290	388											
TGGT1_237410	451											
TGGT1_237425	100											
TGGT1_237450	26											
TGGT1_237460	54											
TGGT1_237470	357											
TGGT1_237480	245											
TGGT1_237490	6											
TGGT1_237500	1222											
TGGT1_237510	17											
TGGT1_237520	365											
TGGT1_237530	234											
TGGT1_237540	82											
TGGT1_237550	768											
TGGT1_237560	732											
TGGT1_237570	281											
TGGT1_237585	15											
TGGT1_237600	274											
TGGT1_237700	3											
TGGT1_237800	3											
TGGT1_237820	176											
TGGT1_237830	349											
TGGT1_237835	22											
TGGT1_237840	160											
TGGT1_237860	543											
TGGT1_237870	123											
TGGT1_237880	3554											
TGGT1_237890	487											
TGGT1_237893	0											
TGGT1_237894	1											
TGGT1_238000	397											
TGGT1_238010	6265											
TGGT1_238020	197											
TGGT1_238040A	246											
TGGT1_238040B	41											
TGGT1_238050	1165											
TGGT1_238060	1											
TGGT1_238070	231											
TGGT1_238073	37											
TGGT1_238077	3											
TGGT1_238080	109											
TGGT1_238100	142											
TGGT1_238110	127											
TGGT1_238130	73											
TGGT1_238140	765											
TGGT1_238150	680											
TGGT1_238160	7											
TGGT1_238165	0											
TGGT1_238170	257											
TGGT1_238180	370											
TGGT1_238190	164											
TGGT1_238200	85											
TGGT1_238210	3											
TGGT1_238220	0											
TGGT1_238230	190											
TGGT1_238240	1026											
TGGT1_238250	5052											
TGGT1_238260	138											
TGGT1_238270	0											
TGGT1_238380	1226											
TGGT1_238390	735											
TGGT1_238400	835											
TGGT1_238410	405											
TGGT1_238420	468											
TGGT1_238440	21											
TGGT1_238460	0											
TGGT1_238470	2											
TGGT1_238480	0											
TGGT1_238490	1											
TGGT1_238500	0											
TGGT1_238505	0											
TGGT1_238510	364											
TGGT1_238850	0											
TGGT1_238860	0											
TGGT1_238870	71											
TGGT1_238880	467											
TGGT1_238895	368											
TGGT1_238915	17											
TGGT1_238930	219											
TGGT1_238940	121											
TGGT1_238950	1522											
TGGT1_238960	11											
TGGT1_238970	65											
TGGT1_238980	2											
TGGT1_238995	302											
TGGT1_239010	687											
TGGT1_239020	2471											
TGGT1_239050	693											
TGGT1_239070	133											
TGGT1_239080	99											
TGGT1_239083	1											
TGGT1_239087	83											
TGGT1_239090	98											
TGGT1_239100	18533											
TGGT1_239110	3											
TGGT1_239130	175											
TGGT1_239250	627											
TGGT1_239260	67											
TGGT1_239270	2503											
TGGT1_239290	192											
TGGT1_239300	172											
TGGT1_239310	202											
TGGT1_239320	159											
TGGT1_239330	7851											
TGGT1_239340	701											
TGGT1_239350	193											
TGGT1_239365	35											
TGGT1_239400	739											
TGGT1_239410	1413											
TGGT1_239420	4051											
TGGT1_239430	3											
TGGT1_239440	833											
TGGT1_239475	178											
TGGT1_239480	572											
TGGT1_239490	1026											
TGGT1_239500	461											
TGGT1_239510	53											
TGGT1_239520	1											
TGGT1_239530	533											
TGGT1_239540	292											
TGGT1_239550	3											
TGGT1_239560	84											
TGGT1_239570	0											
TGGT1_239580	4											
TGGT1_239590	191											
TGGT1_239600	73											
TGGT1_239610	182											
TGGT1_239620	390											
TGGT1_239630	164											
TGGT1_239640	0											
TGGT1_239650	0											
TGGT1_239660	0											
TGGT1_239670	0											
TGGT1_239680	240											
TGGT1_239690	72											
TGGT1_239700	412											
TGGT1_239710	121											
TGGT1_239720	109											
TGGT1_239730	72											
TGGT1_239740	6002											
TGGT1_239748	174											
TGGT1_239752	1080											
TGGT1_239755	3											
TGGT1_239760	5980											
TGGT1_239770	288											
TGGT1_239780	319											
TGGT1_239790	957											
TGGT1_239795	54											
TGGT1_239800	617											
TGGT1_239810	260											
TGGT1_239820	6978											
TGGT1_239830	1079											
TGGT1_239855	48											
TGGT1_239870	393											
TGGT1_239880	10											
TGGT1_239885	545											
TGGT1_239890	961											
TGGT1_239910	1282											
TGGT1_239930	291											
TGGT1_240050	587											
TGGT1_240060	4137											
TGGT1_240070	122											
TGGT1_240080	760											
TGGT1_240090	919											
TGGT1_240200	33											
TGGT1_240210	197											
TGGT1_240220	398											
TGGT1_240230	0											
TGGT1_240240	11											
TGGT1_240243	72											
TGGT1_240247	239											
TGGT1_240250	731											
TGGT1_240255	40											
TGGT1_240260	0											
TGGT1_240270	35											
TGGT1_240280	383											
TGGT1_240285	11											
TGGT1_240290	190											
TGGT1_240295	6											
TGGT1_240300	191											
TGGT1_240310A	63											
TGGT1_240310B	95											
TGGT1_240325	3											
TGGT1_240330A	0											
TGGT1_240330B	0											
TGGT1_240340A	0											
TGGT1_240340B	1											
TGGT1_240360	0											
TGGT1_240365	0											
TGGT1_240370	0											
TGGT1_240380	2860											
TGGT1_240390	26											
TGGT1_240400	28											
TGGT1_240410	308											
TGGT1_240430	206											
TGGT1_240440	236											
TGGT1_240450	115											
TGGT1_240460	160											
TGGT1_240470	39											
TGGT1_240480	50											
TGGT1_240490	221											
TGGT1_240500	102											
TGGT1_240510	345											
TGGT1_240520	1285											
TGGT1_240525	20											
TGGT1_240530	5											
TGGT1_240540	572											
TGGT1_240550	55											
TGGT1_240560	136											
TGGT1_240570	431											
TGGT1_240575	4											
TGGT1_240580	104											
TGGT1_240590	807											
TGGT1_240600	3255											
TGGT1_240610	8											
TGGT1_240620	6											
TGGT1_240630	583											
TGGT1_240640	1268											
TGGT1_240650	902											
TGGT1_240660	429											
TGGT1_240670	75											
TGGT1_240680	1											
TGGT1_240690	548											
TGGT1_240700	268											
TGGT1_240710	583											
TGGT1_240730	217											
TGGT1_240740	250											
TGGT1_240755	108											
TGGT1_240770	38											
TGGT1_240780	118											
TGGT1_240790	0											
TGGT1_240800	6											
TGGT1_240810	265											
TGGT1_240820	116											
TGGT1_240830	74											
TGGT1_240840	202											
TGGT1_240850	75											
TGGT1_240860	254											
TGGT1_240870	464											
TGGT1_240880	251											
TGGT1_240890	827											
TGGT1_240900	330											
TGGT1_240910	740											
TGGT1_240920	0											
TGGT1_240930	6											
TGGT1_240950	64											
TGGT1_240960	214											
TGGT1_240970	342											
TGGT1_240980	1042											
TGGT1_240990	83											
TGGT1_241000	119											
TGGT1_241010	165											
TGGT1_241130	523											
TGGT1_241140	420											
TGGT1_241150	387											
TGGT1_241155	131											
TGGT1_241160	445											
TGGT1_241165	12											
TGGT1_241170	664											
TGGT1_241175	65											
TGGT1_241180	387											
TGGT1_241240	2328											
TGGT1_241300	678											
TGGT1_241310	0											
TGGT1_241610	396											
TGGT1_241710	112											
TGGT1_241820	934											
TGGT1_241830	106											
TGGT1_241840	298											
TGGT1_241850	1022											
TGGT1_241860	93											
TGGT1_241870	212											
TGGT1_241880	774											
TGGT1_241890	54											
TGGT1_242000	5645											
TGGT1_242010	563											
TGGT1_242020	152											
TGGT1_242030	209											
TGGT1_242040	14											
TGGT1_242055	560											
TGGT1_242070	2053											
TGGT1_242080	421											
TGGT1_242090	9461											
TGGT1_242100	1											
TGGT1_242240	52											
TGGT1_242260	228											
TGGT1_242270	106											
TGGT1_242290	368											
TGGT1_242300	0											
TGGT1_242310	0											
TGGT1_242320	353											
TGGT1_242330	9512											
TGGT1_242340	8678											
TGGT1_242350	0											
TGGT1_242360	0											
TGGT1_242370	0											
TGGT1_242380	456											
TGGT1_242390	2											
TGGT1_242400	1											
TGGT1_242415	989											
TGGT1_242435	297											
TGGT1_242460	273											
TGGT1_242570	668											
TGGT1_242580	348											
TGGT1_242590	18											
TGGT1_242600	2											
TGGT1_242610	131											
TGGT1_242625	1183											
TGGT1_242640	728											
TGGT1_242650	28											
TGGT1_242660	594											
TGGT1_242670	77											
TGGT1_242680	221											
TGGT1_242700	789											
TGGT1_242710	22											
TGGT1_242720	399											
TGGT1_242730	358											
TGGT1_242740	0											
TGGT1_242750	6											
TGGT1_242760	135											
TGGT1_242770	68											
TGGT1_242780	1269											
TGGT1_242790A	358											
TGGT1_242790B	727											
TGGT1_242800	232											
TGGT1_242810	160											
TGGT1_242820	552											
TGGT1_242830	369											
TGGT1_242840	1113											
TGGT1_242845	196											
TGGT1_242850	99											
TGGT1_242860	132											
TGGT1_242870	262											
TGGT1_242880	104											
TGGT1_242890	479											
TGGT1_242900	6											
TGGT1_243100	0											
TGGT1_243110	0											
TGGT1_243130	1											
TGGT1_243140	0											
TGGT1_243150	0											
TGGT1_243160	0											
TGGT1_243170	1											
TGGT1_243180	2											
TGGT1_243190	5											
TGGT1_243200	1483											
TGGT1_243210	716											
TGGT1_243220	3											
TGGT1_243240	81											
TGGT1_243250	1314											
TGGT1_243265	253											
TGGT1_243280A	306											
TGGT1_243280B	95											
TGGT1_243290	447											
TGGT1_243298	361											
TGGT1_243302	0											
TGGT1_243310	329											
TGGT1_243330	17											
TGGT1_243340	238											
TGGT1_243350	1469											
TGGT1_243355	7											
TGGT1_243360	4											
TGGT1_243370	6											
TGGT1_243378	0											
TGGT1_243382	13											
TGGT1_243390	91											
TGGT1_243400	168											
TGGT1_243410	256											
TGGT1_243420	0											
TGGT1_243430	1568											
TGGT1_243440	372											
TGGT1_243450	212											
TGGT1_243460	7482											
TGGT1_243465	289											
TGGT1_243470	72											
TGGT1_243480	162											
TGGT1_243482	38											
TGGT1_243490	196											
TGGT1_243500	3											
TGGT1_243510	301											
TGGT1_243520	8											
TGGT1_243530	166											
TGGT1_243540	241											
TGGT1_243545	1970											
TGGT1_243550	0											
TGGT1_243560	1											
TGGT1_243570	1031											
TGGT1_243580	430											
TGGT1_243590	241											
TGGT1_243600	1975											
TGGT1_243610	542											
TGGT1_243615	192											
TGGT1_243620	200											
TGGT1_243635	1484											
TGGT1_243655	10											
TGGT1_243670	0											
TGGT1_243680	43											
TGGT1_243690	475											
TGGT1_243700	20											
TGGT1_243710	902											
TGGT1_243720	36											
TGGT1_243730	3605											
TGGT1_243740	83											
TGGT1_243750	198											
TGGT1_243760	111											
TGGT1_243770	3											
TGGT1_243780	441											
TGGT1_243790	73											
TGGT1_243800	1306											
TGGT1_243900	2											
TGGT1_243910	149											
TGGT1_243920	342											
TGGT1_243930	1485											
TGGT1_243940	6											
TGGT1_243950	574											
TGGT1_243960	554											
TGGT1_243970	211											
TGGT1_243980	48											
TGGT1_243990	149											
TGGT1_244000	381											
TGGT1_244010	166											
TGGT1_244015	0											
TGGT1_244020	275											
TGGT1_244030	4											
TGGT1_244040	466											
TGGT1_244050	456											
TGGT1_244060	436											
TGGT1_244070	33											
TGGT1_244080	135											
TGGT1_244090	125											
TGGT1_244100	424											
TGGT1_244110	2396											
TGGT1_244120	878											
TGGT1_244130	424											
TGGT1_244140	153											
TGGT1_244150	104											
TGGT1_244160	136											
TGGT1_244165	301											
TGGT1_244180	12											
TGGT1_244190	1362											
TGGT1_244200	802											
TGGT1_244210	587											
TGGT1_244220	15											
TGGT1_244230	66											
TGGT1_244240	119											
TGGT1_244250	460											
TGGT1_244260	98											
TGGT1_244270	198											
TGGT1_244280	2168											
TGGT1_244290	426											
TGGT1_244300	141											
TGGT1_244310	314											
TGGT1_244320	9324											
TGGT1_244335	49											
TGGT1_244350	176											
TGGT1_244360	6											
TGGT1_244370	484											
TGGT1_244380	738											
TGGT1_244390	393											
TGGT1_244400	101											
TGGT1_244406	26											
TGGT1_244408	79											
TGGT1_244412	1655											
TGGT1_244420	62											
TGGT1_244430	211											
TGGT1_244440	518											
TGGT1_244450	142											
TGGT1_244460	989											
TGGT1_244470	2019											
TGGT1_244480	39											
TGGT1_24449
